cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,9/23/22,PA-11,Bob Hollister,Lloyd K. Smucker,3,Fundamentals (non-polling factors),-28.43704,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-11,Bob Hollister,Lloyd K. Smucker,2,CANTOR (analysis of comparable disticts),-26.38342,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-11,Bob Hollister,Lloyd K. Smucker,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-10,Shamaine Daniels,Scott Perry,4,Expert ratings adjusted for national environment,-24.24678,0,0,1.202498,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-10,Shamaine Daniels,Scott Perry,3,Fundamentals (non-polling factors),-13.49902,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-10,Shamaine Daniels,Scott Perry,2,CANTOR (analysis of comparable disticts),-9.067968,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,PA-10,Shamaine Daniels,Scott Perry,1,Polls adjusted for house effects & other factors,.0458717,.9719455,.9719455,.9719455,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-6,Andrea Salinas,Mike Erickson,4,Expert ratings adjusted for national environment,11.67003,0,0,1.725987,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-6,Andrea Salinas,Mike Erickson,3,Fundamentals (non-polling factors),6.761643,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-6,Andrea Salinas,Mike Erickson,2,CANTOR (analysis of comparable disticts),2.417484,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-6,Andrea Salinas,Mike Erickson,1,Polls adjusted for house effects & other factors,-2.332428,2.021529,2.021529,2.021529,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-5,Jamie McLeod-Skinner,Lori Chavez-DeRemer,4,Expert ratings adjusted for national environment,1.670815,0,0,1.333899,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-5,Jamie McLeod-Skinner,Lori Chavez-DeRemer,3,Fundamentals (non-polling factors),-2.436626,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-5,Jamie McLeod-Skinner,Lori Chavez-DeRemer,2,CANTOR (analysis of comparable disticts),1.355013,.7645975,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-5,Jamie McLeod-Skinner,Lori Chavez-DeRemer,1,Polls adjusted for house effects & other factors,-4.123562,1.235402,1.235402,1.235402,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-4,Val Hoyle,Alek Skarlatos,4,Expert ratings adjusted for national environment,14.65695,0,0,1.291256,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-4,Val Hoyle,Alek Skarlatos,3,Fundamentals (non-polling factors),10.52587,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-4,Val Hoyle,Alek Skarlatos,2,CANTOR (analysis of comparable disticts),4.432442,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-4,Val Hoyle,Alek Skarlatos,1,Polls adjusted for house effects & other factors,6.86755,1.149903,1.149903,1.149903,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-3,Earl Blumenauer,Joanna Harbour,4,Expert ratings adjusted for national environment,42.55475,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-3,Earl Blumenauer,Joanna Harbour,3,Fundamentals (non-polling factors),42.50565,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-3,Earl Blumenauer,Joanna Harbour,2,CANTOR (analysis of comparable disticts),40.93174,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-3,Earl Blumenauer,Joanna Harbour,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-2,Joe Yetter,Cliff S. Bentz,4,Expert ratings adjusted for national environment,-33.09908,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-2,Joe Yetter,Cliff S. Bentz,3,Fundamentals (non-polling factors),-33.93563,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-2,Joe Yetter,Cliff S. Bentz,2,CANTOR (analysis of comparable disticts),-27.36575,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-2,Joe Yetter,Cliff S. Bentz,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-1,Suzanne Bonamici,Christopher A. Mann,4,Expert ratings adjusted for national environment,35.36328,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-1,Suzanne Bonamici,Christopher A. Mann,3,Fundamentals (non-polling factors),35.1394,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-1,Suzanne Bonamici,Christopher A. Mann,2,CANTOR (analysis of comparable disticts),34.80389,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OR-1,Suzanne Bonamici,Christopher A. Mann,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-5,Joshua Harris-Till,Stephanie Bice,4,Expert ratings adjusted for national environment,-26.77801,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-5,Joshua Harris-Till,Stephanie Bice,3,Fundamentals (non-polling factors),-26.53338,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-5,Joshua Harris-Till,Stephanie Bice,2,CANTOR (analysis of comparable disticts),-26.03071,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-5,Joshua Harris-Till,Stephanie Bice,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-4,Mary Brannon,Tom Cole,4,Expert ratings adjusted for national environment,-40.95871,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-4,Mary Brannon,Tom Cole,3,Fundamentals (non-polling factors),-42.14969,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-4,Mary Brannon,Tom Cole,2,CANTOR (analysis of comparable disticts),-32.94904,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-4,Mary Brannon,Tom Cole,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-3,Jeremiah A. Ross,Frank D. Lucas,4,Expert ratings adjusted for national environment,-51.35133,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-3,Jeremiah A. Ross,Frank D. Lucas,3,Fundamentals (non-polling factors),-52.9425,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-3,Jeremiah A. Ross,Frank D. Lucas,2,CANTOR (analysis of comparable disticts),-40.09669,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-3,Jeremiah A. Ross,Frank D. Lucas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-2,Naomi Andrews,Josh Brecheen,4,Expert ratings adjusted for national environment,-48.62869,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-2,Naomi Andrews,Josh Brecheen,3,Fundamentals (non-polling factors),-50.30449,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-2,Naomi Andrews,Josh Brecheen,2,CANTOR (analysis of comparable disticts),-36.66556,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-2,Naomi Andrews,Josh Brecheen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-1,Adam Martin,Kevin Hern,4,Expert ratings adjusted for national environment,-29.54093,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-1,Adam Martin,Kevin Hern,3,Fundamentals (non-polling factors),-29.4769,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-1,Adam Martin,Kevin Hern,2,CANTOR (analysis of comparable disticts),-29.96664,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OK-1,Adam Martin,Kevin Hern,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-9,Marcy Kaptur,J.R. Majewski,4,Expert ratings adjusted for national environment,7.676603,0,0,.9703386,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-9,Marcy Kaptur,J.R. Majewski,3,Fundamentals (non-polling factors),.1151443,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-9,Marcy Kaptur,J.R. Majewski,2,CANTOR (analysis of comparable disticts),3.868536,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-9,Marcy Kaptur,J.R. Majewski,1,Polls adjusted for house effects & other factors,10.78839,.5064716,.5064716,.5064716,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-8,Vanessa Enoch,Warren Davidson,4,Expert ratings adjusted for national environment,-33.16604,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-8,Vanessa Enoch,Warren Davidson,3,Fundamentals (non-polling factors),-34.01405,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-8,Vanessa Enoch,Warren Davidson,2,CANTOR (analysis of comparable disticts),-27.35166,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-8,Vanessa Enoch,Warren Davidson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-7,Matthew Diemer,Max Miller,4,Expert ratings adjusted for national environment,-24.06182,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-7,Matthew Diemer,Max Miller,3,Fundamentals (non-polling factors),-10.99585,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-7,Matthew Diemer,Max Miller,2,CANTOR (analysis of comparable disticts),-9.28546,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-7,Matthew Diemer,Max Miller,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-6,Louis G. Lyras,Bill Johnson,4,Expert ratings adjusted for national environment,-39.27442,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-6,Louis G. Lyras,Bill Johnson,3,Fundamentals (non-polling factors),-40.828,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-6,Louis G. Lyras,Bill Johnson,2,CANTOR (analysis of comparable disticts),-28.20203,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-6,Louis G. Lyras,Bill Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-5,Craig Swartz,Bob Latta,4,Expert ratings adjusted for national environment,-34.77166,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-5,Craig Swartz,Bob Latta,3,Fundamentals (non-polling factors),-35.7673,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-5,Craig Swartz,Bob Latta,2,CANTOR (analysis of comparable disticts),-27.99832,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-5,Craig Swartz,Bob Latta,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-4,Tamie Wilson,Jim Jordan,4,Expert ratings adjusted for national environment,-40.83413,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-4,Tamie Wilson,Jim Jordan,3,Fundamentals (non-polling factors),-41.7419,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-4,Tamie Wilson,Jim Jordan,2,CANTOR (analysis of comparable disticts),-35.17446,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-4,Tamie Wilson,Jim Jordan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-3,Joyce Beatty,Lee R. Stahley,4,Expert ratings adjusted for national environment,39.97427,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-3,Joyce Beatty,Lee R. Stahley,3,Fundamentals (non-polling factors),39.77122,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-3,Joyce Beatty,Lee R. Stahley,2,CANTOR (analysis of comparable disticts),39.56651,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-3,Joyce Beatty,Lee R. Stahley,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-2,Samantha Meadows,Brad Wenstrup,4,Expert ratings adjusted for national environment,-45.49897,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-2,Samantha Meadows,Brad Wenstrup,3,Fundamentals (non-polling factors),-46.42432,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-2,Samantha Meadows,Brad Wenstrup,2,CANTOR (analysis of comparable disticts),-39.75667,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-2,Samantha Meadows,Brad Wenstrup,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-15,Gary Josephson,Mike Carey,4,Expert ratings adjusted for national environment,-22.26579,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-15,Gary Josephson,Mike Carey,3,Fundamentals (non-polling factors),-19.51901,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-15,Gary Josephson,Mike Carey,2,CANTOR (analysis of comparable disticts),-16.58422,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-15,Gary Josephson,Mike Carey,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-14,Matt Kilboy,David P. Joyce,4,Expert ratings adjusted for national environment,-26.08262,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-14,Matt Kilboy,David P. Joyce,3,Fundamentals (non-polling factors),-26.3077,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-14,Matt Kilboy,David P. Joyce,2,CANTOR (analysis of comparable disticts),-20.26232,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-14,Matt Kilboy,David P. Joyce,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-13,Emilia Sykes,Madison Gesiotto Gilbert,4,Expert ratings adjusted for national environment,-7.620308,0,0,1.37943,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-13,Emilia Sykes,Madison Gesiotto Gilbert,3,Fundamentals (non-polling factors),-7.37949,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-13,Emilia Sykes,Madison Gesiotto Gilbert,2,CANTOR (analysis of comparable disticts),-.0113982,.6733096,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-13,Emilia Sykes,Madison Gesiotto Gilbert,1,Polls adjusted for house effects & other factors,-3.287472,1.32669,1.32669,1.32669,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-12,Amy Rippel-Elton,Troy Balderson,4,Expert ratings adjusted for national environment,-34.16942,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-12,Amy Rippel-Elton,Troy Balderson,3,Fundamentals (non-polling factors),-34.70284,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-12,Amy Rippel-Elton,Troy Balderson,2,CANTOR (analysis of comparable disticts),-31.14984,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-12,Amy Rippel-Elton,Troy Balderson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-1,Greg Landsman,Steve Chabot,4,Expert ratings adjusted for national environment,-7.70625,0,0,1.04809,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-1,Greg Landsman,Steve Chabot,3,Fundamentals (non-polling factors),-7.702094,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-1,Greg Landsman,Steve Chabot,2,CANTOR (analysis of comparable disticts),-3.808653,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-1,Greg Landsman,Steve Chabot,1,Polls adjusted for house effects & other factors,-1.721806,.6623604,.6623604,.6623604,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-11,Shontel Brown,Eric J. Brewer,4,Expert ratings adjusted for national environment,55.70758,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-11,Shontel Brown,Eric J. Brewer,3,Fundamentals (non-polling factors),55.93524,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-11,Shontel Brown,Eric J. Brewer,2,CANTOR (analysis of comparable disticts),51.84478,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-11,Shontel Brown,Eric J. Brewer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-10,David Esrati,Mike Turner,4,Expert ratings adjusted for national environment,-22.36291,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-10,David Esrati,Mike Turner,3,Fundamentals (non-polling factors),-20.27262,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-10,David Esrati,Mike Turner,2,CANTOR (analysis of comparable disticts),-13.70989,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,OH-10,David Esrati,Mike Turner,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-9,Yvette Clarke,Menachem M. Raitport,4,Expert ratings adjusted for national environment,75.12909,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-9,Yvette Clarke,Menachem M. Raitport,3,Fundamentals (non-polling factors),75.12909,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-9,Yvette Clarke,Menachem M. Raitport,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-9,Yvette Clarke,Menachem M. Raitport,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-8,Hakeem S. Jeffries,Yuri Dashevsky,4,Expert ratings adjusted for national environment,56.72035,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-8,Hakeem S. Jeffries,Yuri Dashevsky,3,Fundamentals (non-polling factors),57.24597,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-8,Hakeem S. Jeffries,Yuri Dashevsky,2,CANTOR (analysis of comparable disticts),50.38245,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-8,Hakeem S. Jeffries,Yuri Dashevsky,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-7,Nydia M. Velázquez,Juan Pagán,4,Expert ratings adjusted for national environment,63.25327,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-7,Nydia M. Velázquez,Juan Pagán,3,Fundamentals (non-polling factors),63.86129,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-7,Nydia M. Velázquez,Juan Pagán,2,CANTOR (analysis of comparable disticts),56.23176,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-7,Nydia M. Velázquez,Juan Pagán,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-6,Grace Meng,Tom Zmich,4,Expert ratings adjusted for national environment,35.99257,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-6,Grace Meng,Tom Zmich,3,Fundamentals (non-polling factors),35.79811,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-6,Grace Meng,Tom Zmich,2,CANTOR (analysis of comparable disticts),35.26115,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-6,Grace Meng,Tom Zmich,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-5,Gregory Meeks,Paul King,4,Expert ratings adjusted for national environment,66.71998,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-5,Gregory Meeks,Paul King,3,Fundamentals (non-polling factors),67.77589,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-5,Gregory Meeks,Paul King,2,CANTOR (analysis of comparable disticts),55.97745,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-5,Gregory Meeks,Paul King,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-4,Laura A. Gillen,Anthony P. D'Esposito,4,Expert ratings adjusted for national environment,16.28392,0,0,.9236926,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-4,Laura A. Gillen,Anthony P. D'Esposito,3,Fundamentals (non-polling factors),10.25852,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-4,Laura A. Gillen,Anthony P. D'Esposito,2,CANTOR (analysis of comparable disticts),5.307922,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-4,Laura A. Gillen,Anthony P. D'Esposito,1,Polls adjusted for house effects & other factors,-5.805973,.4129475,.4129475,.4129475,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-3,Robert P. Zimmerman,George A.D. Santos,4,Expert ratings adjusted for national environment,12.13657,0,0,1.130101,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-3,Robert P. Zimmerman,George A.D. Santos,3,Fundamentals (non-polling factors),4.181039,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-3,Robert P. Zimmerman,George A.D. Santos,2,CANTOR (analysis of comparable disticts),2.073168,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-3,Robert P. Zimmerman,George A.D. Santos,1,Polls adjusted for house effects & other factors,1.650517,.8267917,.8267917,.8267917,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-26,Brian Higgins,Steven L. Sams II,4,Expert ratings adjusted for national environment,27.87143,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-26,Brian Higgins,Steven L. Sams II,3,Fundamentals (non-polling factors),27.47822,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-26,Brian Higgins,Steven L. Sams II,2,CANTOR (analysis of comparable disticts),25.30501,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-26,Brian Higgins,Steven L. Sams II,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-25,Joseph D. Morelle,La'Ron D. Singletary,4,Expert ratings adjusted for national environment,22.75189,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-25,Joseph D. Morelle,La'Ron D. Singletary,3,Fundamentals (non-polling factors),14.93384,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-25,Joseph D. Morelle,La'Ron D. Singletary,2,CANTOR (analysis of comparable disticts),21.55333,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-25,Joseph D. Morelle,La'Ron D. Singletary,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-24,Steven Holden,Claudia Tenney,4,Expert ratings adjusted for national environment,-24.27795,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-24,Steven Holden,Claudia Tenney,3,Fundamentals (non-polling factors),-8.242655,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-24,Steven Holden,Claudia Tenney,2,CANTOR (analysis of comparable disticts),-22.06034,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-24,Steven Holden,Claudia Tenney,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-23,Max H. Della Pia,Nick Langworthy,4,Expert ratings adjusted for national environment,-22.65783,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-23,Max H. Della Pia,Nick Langworthy,3,Fundamentals (non-polling factors),-21.19772,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-23,Max H. Della Pia,Nick Langworthy,2,CANTOR (analysis of comparable disticts),-13.89385,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-23,Max H. Della Pia,Nick Langworthy,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-22,Francis Conole,Brandon M. Williams,4,Expert ratings adjusted for national environment,-4.36884,0,0,1.130101,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-22,Francis Conole,Brandon M. Williams,3,Fundamentals (non-polling factors),8.45015,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-22,Francis Conole,Brandon M. Williams,2,CANTOR (analysis of comparable disticts),1.994124,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-22,Francis Conole,Brandon M. Williams,1,Polls adjusted for house effects & other factors,-2.369576,.8267917,.8267917,.8267917,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-2,Jackie Gordon,Andrew R. Garbarino,4,Expert ratings adjusted for national environment,-14.14455,0,0,1.097595,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-2,Jackie Gordon,Andrew R. Garbarino,3,Fundamentals (non-polling factors),-15.27355,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-2,Jackie Gordon,Andrew R. Garbarino,2,CANTOR (analysis of comparable disticts),-7.866545,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
